Sample1	Sample2	Distance	Mismatches
mada-1-1-LR-Asm	strain-LP-0107828-RM1	14517.00	0.02920
mada-1-1-LR-Asm	strain-LP-0107828-RM5	14505.00	0.02916
mada-1-1-LR-Asm	strain-LP-0107828-RM6	14514.00	0.02918
mada-1-1-LR-Asm	strain-LP-0257184-RM3	14512.00	0.02918
mada-1-1-LR-Asm	strain-LP-0257184-RM4	14513.00	0.02919
mada-1-1-LR-Asm	strain-LP-0257184-RM5	14522.00	0.02922
mada-1-1-LR-Asm	strain-LP-0257184-RM6	14519.00	0.02922
mada-1-1-LR-Asm	strain-LP-0261867-RM1	14513.00	0.02919
mada-1-1-LR-Asm	strain-LP-0261867-RM5	14510.00	0.02918
mada-1-1-LR-Asm	strain-LP-0261867-RM7	14513.00	0.02919
mada-1-1-LR-Asm	strain-LP-0333226-RM2	14504.00	0.02915
mada-1-1-LR-Asm	strain-LP-0333226-RM3	14511.00	0.02915
mada-1-1-LR-Asm	strain-LP-0474076-RM1	14500.00	0.02912
mada-1-1-LR-Asm	strain-LP-0474076-RM2	14500.00	0.02912
mada-1-1-LR-Asm	strain-LP-0474076-RM3	14498.00	0.02911
mada-1-1-LR-Asm	strain-LP-0497747-RM1	14493.00	0.02910
mada-1-1-LR-Asm	strain-LP-0504061-RM2	14493.00	0.02909
mada-1-1-LR-Asm	strain-LP-0504069-RM2	14491.00	0.02910
mada-1-1-LR-Asm	strain-M0003941-3	14533.00	0.02966
mada-1-1-LR-Asm	strain-M64	14379.00	0.03850
mada-1-1-LR-Asm	strain-MasanXDR-01	14747.00	0.03695
mada-1-1-LR-Asm	strain-MasanXDR-02	15258.00	0.04715
mada-1-1-LR-Asm	strain-MasanXDR-03	14916.00	0.04482
mada-1-1-LR-Asm	strain-MasanXDR-04	15148.00	0.04923
mada-1-1-LR-Asm	strain-MasanXDR-05	14823.00	0.04002
mada-1-1-LR-Asm	strain-mc26030	14465.00	0.03137
mada-1-1-LR-Asm	strain-MTBCR170001	13201.00	0.01062
mada-1-1-LR-Asm	strain-MTBCR170020	13374.00	0.01467
mada-1-1-LR-Asm	strain-MTBCR170027	13397.00	0.01394
mada-1-1-LR-Asm	strain-MTBCR170031	13167.00	0.00959
mada-1-1-LR-Asm	strain-MTBCR170913	13231.00	0.01130
mada-1-1-LR-Asm	strain-MTBCR170941	14591.00	0.03368
mada-1-1-LR-Asm	strain-MTb-Oman-3211198	13409.00	0.02219
mada-1-1-LR-Asm	strain-MTb-Oman-3211379	12141.00	0.03084
mada-1-1-LR-Asm	strain-MTb-Oman-3211380	12159.00	0.02929
mada-1-1-LR-Asm	strain-MTb-Oman-3211392	13234.00	0.04499
mada-1-1-LR-Asm	strain-MTb-Oman-3211453	13436.00	0.01929
mada-1-1-LR-Asm	strain-MTb-Oman-3211517	13440.00	0.02937
mada-1-1-LR-Asm	strain-MTb-Oman-3211622	13414.00	0.02036
mada-1-1-LR-Asm	strain-MTb-Oman-3211956	13366.00	0.02576
mada-1-1-LR-Asm	strain-MTb-Oman-3212387	12667.00	0.02676
mada-1-1-LR-Asm	strain-MTb-Oman-3212401	14746.00	0.03302
mada-1-1-LR-Asm	strain-MTb-Oman-3212598	13325.00	0.02283
mada-1-1-LR-Asm	strain-MTb-Oman-321262	12236.00	0.03015
mada-1-1-LR-Asm	strain-MTb-Oman-3212705	12324.00	0.03277
mada-1-1-LR-Asm	strain-MTb-Oman-3212927	13189.00	0.04796
mada-1-1-LR-Asm	strain-MTb-Oman-3213034	12296.00	0.08115
mada-1-1-LR-Asm	strain-Mtb-Oman-3213118	13213.00	0.02154
mada-1-1-LR-Asm	strain-MTb-Oman-3213123	10959.00	0.06073
mada-1-1-LR-Asm	strain-MTb-Oman-3213167	13970.00	0.05548
mada-1-1-LR-Asm	strain-MTb-Oman-3213169	13642.00	0.05553
mada-1-1-LR-Asm	strain-MTb-Oman-3213195	13343.00	0.04880
mada-1-1-LR-Asm	strain-MTb-Oman-3213249	12472.00	0.02481
mada-1-1-LR-Asm	strain-MTb-Oman-3213318	13014.00	0.02688
mada-1-1-LR-Asm	strain-MTb-Oman-3213329	13618.00	0.01906
mada-1-1-LR-Asm	strain-MTb-Oman-3213336	14574.00	0.03975
mada-1-1-LR-Asm	strain-MTb-Oman-3213343	13410.00	0.02588
mada-1-1-LR-Asm	strain-MTb-Oman-3213427	14574.00	0.04786
mada-1-1-LR-Asm	strain-MTb-Oman-3213465	14475.00	0.03792
mada-1-1-LR-Asm	strain-MTb-Oman-3213509	12754.00	0.02697
mada-1-1-LR-Asm	strain-MTb-Oman-3213540	13707.00	0.05020
mada-1-1-LR-Asm	strain-MTb-Oman-3213545	12109.00	0.03496
mada-1-1-LR-Asm	strain-MTb-Oman-3213573	13221.00	0.04397
mada-1-1-LR-Asm	strain-MTb-Oman-3213645	12874.00	0.03552
mada-1-1-LR-Asm	strain-MTb-Oman-3213670	14422.00	0.04682
mada-1-1-LR-Asm	strain-MTb-Oman-3213828	13306.00	0.03675
mada-1-1-LR-Asm	strain-MTb-Oman-3213831	13498.00	0.03948
mada-1-1-LR-Asm	strain-MTb-Oman-3213964	13453.00	0.04352
mada-1-1-LR-Asm	strain-MTb-Oman-321403	14341.00	0.04811
mada-1-1-LR-Asm	strain-MTb-Oman-3214042	11935.00	0.07159
mada-1-1-LR-Asm	strain-MTb-Oman-3214121	14135.00	0.03807
mada-1-1-LR-Asm	strain-MTb-Oman-3214168	13469.00	0.04141
mada-1-1-LR-Asm	strain-MTb-Oman-3214236	12508.00	0.02837
mada-1-1-LR-Asm	strain-MTb-Oman-3214387	12709.00	0.02758
mada-1-1-LR-Asm	strain-MTb-Oman-3214404	12446.00	0.02643
mada-1-1-LR-Asm	strain-MTb-Oman-3214504	14005.00	0.04014
mada-1-1-LR-Asm	strain-MTb-Oman-3214585	12548.00	0.02995
mada-1-1-LR-Asm	strain-MTb-Oman-3214594	13713.00	0.04799
mada-1-1-LR-Asm	strain-MTb-Oman-3214642	12759.00	0.02732
mada-1-1-LR-Asm	strain-MTb-Oman-3214721	14213.00	0.04409
mada-1-1-LR-Asm	strain-MTb-Oman-3214744	13927.00	0.03858
mada-1-1-LR-Asm	strain-MTb-Oman-3214760	14469.00	0.03940
mada-1-1-LR-Asm	strain-MTb-Oman-3214805	12832.00	0.02561
mada-1-1-LR-Asm	strain-MTb-Oman-3214883	13873.00	0.04762
mada-1-1-LR-Asm	strain-MTb-Oman-3214927	13920.00	0.03914
mada-1-1-LR-Asm	strain-MTb-Oman-321528	12410.00	0.03100
mada-1-1-LR-Asm	strain-MTb-Oman-3215324	12109.00	0.02259
mada-1-1-LR-Asm	strain-MTb-Oman-3215574	12320.00	0.03308
mada-1-1-LR-Asm	strain-MTb-Oman-3215691	13884.00	0.04231
mada-1-1-LR-Asm	strain-MTb-Oman-3215873	12906.00	0.03961
mada-1-1-LR-Asm	strain-MTb-Oman-3216177	12555.00	0.03048
mada-1-1-LR-Asm	strain-MTb-Oman-3216462	13666.00	0.06731
mada-1-1-LR-Asm	strain-MTb-Oman-3216574	11986.00	0.02327
mada-1-1-LR-Asm	strain-MTB-Oman-321769	13226.00	0.01967
mada-1-1-LR-Asm	strain-MTb-Oman-321856	11957.00	0.05230
mada-1-1-LR-Asm	strain-MTb-Oman-321857	12706.00	0.02247
mada-1-1-LR-Asm	strain-MTb-Oman-32193	14052.00	0.03903
mada-1-1-LR-Asm	strain-N1015	14445.00	0.03051
mada-1-1-LR-Asm	strain-P001-N1377	14403.00	0.02857
mada-1-1-LR-Asm	strain-P003-N1374	14404.00	0.02859
mada-1-1-LR-Asm	strain-P006-N1591	14400.00	0.02853
mada-1-1-LR-Asm	strain-P007-N1108	14405.00	0.02858
mada-1-1-LR-Asm	strain-P008-N1380	14403.00	0.02856
mada-1-1-LR-Asm	strain-P010-N1385	14402.00	0.02855
mada-1-1-LR-Asm	strain-P020-N1386	14402.00	0.02855
mada-1-1-LR-Asm	strain-P022-N1431	14403.00	0.02856
mada-1-1-LR-Asm	strain-P028-N1362	14405.00	0.02858
mada-1-1-LR-Asm	strain-P034-N1426	14400.00	0.02853
mada-1-1-LR-Asm	strain-P042-N1430	14406.00	0.02857
mada-1-1-LR-Asm	strain-P052-N1429	14403.00	0.02857
mada-1-1-LR-Asm	strain-P059-N1392	14402.00	0.02858
mada-1-1-LR-Asm	strain-P066-N1411	14403.00	0.02856
mada-1-1-LR-Asm	strain-P073-N1394	14405.00	0.02860
mada-1-1-LR-Asm	strain-P074-N1402	14405.00	0.02860
mada-1-1-LR-Asm	strain-PSNK363	14474.00	0.02656
mada-1-1-LR-Asm	strain-SEA10470P6C4	14422.00	0.02556
mada-1-1-LR-Asm	strain-SEA17020027P6C4	14487.00	0.02935
mada-1-1-LR-Asm	TB282	14478.00	0.03081
mada-1-1-LR-Asm	TCDC11	14510.00	0.03025
mada-1-1-LR-Asm	variant-bovis-BCG-strain-Moreau-PL	14712.00	0.04416
mada-1-1-LR-Asm	variant-bovis-strain-2023-0113	14852.00	0.03885
mada-1-1-LR-Asm	variant-bovis-strain-3488	14794.00	0.04225
mada-1-1-LR-Asm	variant-bovis-strain-Mb0486	14745.00	0.03906
mada-1-1-LR-Asm	variant-bovis-strain-Mb0531	14761.00	0.03810
mada-1-1-LR-Asm	variant-bovis-strain-Mb0820	14762.00	0.03766
mada-1-1-LR-Asm	variant-bovis-strain-Mb1101	14720.00	0.03826
mada-1-1-LR-Asm	variant-bovis-strain-Mb1855	14832.00	0.03960
mada-1-1-LR-Asm	variant-bovis-strain-Mb2269	14812.00	0.03935
mada-1-1-LR-Asm	variant-bovis-strain-Mb2377	14764.00	0.03827
mada-1-1-LR-Asm	variant-bovis-strain-Mb2487	14777.00	0.03929
mada-1-1-LR-Asm	variant-bovis-strain-Mb3114	14843.00	0.03837
mada-1-1-LR-Asm	variant-bovis-strain-Mb3602	14772.00	0.03792
mada-1-1-LR-Asm	variant-bovis-strain-OLF-AH-2022-TB-0122	14866.00	0.03850
mada-1-1-LR-Asm	variant-caprae-strain-SY-1	14840.00	0.04137
mada-1-1-LR-Asm	W-148	14508.00	0.02981
mada-1-1-LR-Asm	WBB1007-LQ1975	13291.00	0.01223
mada-1-1-LR-Asm	WBB1008-SL1975	13293.00	0.01224
mada-1-1-LR-Asm	WBB1009-SL1875	13307.00	0.01429
mada-1-1-LR-Asm	WBB1451-04-00887-2	14657.00	0.03076
mada-1-1-LR-Asm	WBB1452-10-01964-2	14464.00	0.02909
mada-1-1-LR-Asm	WBB1453-11-00429-1	14732.00	0.02982
mada-1-1-LR-Asm	WBB1454-IB091-1	14662.00	0.03760
mada-1-1-LR-Asm	WBB1456-11-00225-4	14464.00	0.03214
mada-1-1-LR-Asm	WBB1457-IB-036-1	14754.00	0.03129
mada-1-1-LR-Asm	WBB1458-05-01296-1	14704.00	0.03462
mada-1-1-LR-Asm	WBB1459-E14-22547-1	14684.00	0.03010
mada-1-1-LR-Asm	WBB1460-E13-13014-2	14711.00	0.02937
mada-1-1-LR-Asm	WBB445-ARS7496	14455.00	0.03063
mada-1-1-LR-Asm	WBB446-ARS7884	14265.00	0.03563
mada-1-1-LR-Asm	WBB447-G67	14665.00	0.03101
mada-1-1-LR-Asm	WBB448-HPV115-08	14222.00	0.03517
mada-1-1-LR-Asm	WC059	14509.00	0.03068
mada-1-1-LR-Asm	WC078	14507.00	0.03054
mada-1-1-LR-Asm	WMB588	14397.00	0.03264
mada-1-1-LR-Asm	WMB596	13371.00	0.01435
mada-1-1-LR-Asm	WMB600	14362.00	0.03044
mada-1-1-LR-Asm	WMB602	14516.00	0.02828
mada-1-1-LR-Asm	WMB607	13389.00	0.01589
mada-1-1-LR-Asm	WMB613	14367.00	0.02964
mada-1-1-LR-Asm	WMB614	13448.00	0.01590
mada-1-1-LR-Asm	WMB615	12932.00	0.01090
mada-1-1-LR-Asm	WMB621	14388.00	0.02755
mada-1-1-LR-Asm	ZRB10578980-LR-Asm	14503.00	0.03058
mada-120-LR-Asm	mada-122-LR-Asm	14463.00	0.03254
mada-120-LR-Asm	mada-123-LR-Asm	12843.00	0.02081
mada-120-LR-Asm	mada-124-LR-Asm	12791.00	0.01540
mada-120-LR-Asm	mada-126-LR-Asm	11471.00	0.00041
mada-120-LR-Asm	mada-128-LR-Asm	12901.00	0.02074
mada-120-LR-Asm	mada-129-LR-Asm	13102.00	0.02125
mada-120-LR-Asm	mada-1-30-LR-Asm	13581.00	0.02368
mada-120-LR-Asm	mada-1-32-LR-Asm	13108.00	0.02081
mada-120-LR-Asm	mada-1-36-LR-Asm	14444.00	0.03270
mada-120-LR-Asm	mada-1-38-LR-Asm	12754.00	0.01450
mada-120-LR-Asm	mada-1-39-LR-Asm	14500.00	0.03360
mada-120-LR-Asm	mada-139-LR-Asm	13049.00	0.02155
mada-120-LR-Asm	mada-1-40-LR-Asm	14481.00	0.03313
mada-120-LR-Asm	mada-1-41-LR-Asm	13116.00	0.01993
mada-120-LR-Asm	mada-1-44-LR-Asm	14451.00	0.03275
mada-120-LR-Asm	mada-1-50-LR-Asm	12816.00	0.01852
mada-120-LR-Asm	mada-1-51-LR-Asm	14444.00	0.03221
mada-120-LR-Asm	mada-151-LR-Asm	13057.00	0.02441
mada-120-LR-Asm	mada-1-53-LR-Asm	12828.00	0.01853
mada-120-LR-Asm	mada-2-1-LR-Asm	12677.00	0.01690
mada-120-LR-Asm	mada-2-25-LR-Asm	12774.00	0.01676
mada-120-LR-Asm	mada-2-31-LR-Asm	13124.00	0.01995
mada-120-LR-Asm	mada-2-42-LR-Asm	13467.00	0.02439
mada-120-LR-Asm	mada-2-46-LR-Asm	14458.00	0.03428
mada-120-LR-Asm	mada-2-53-LR-Asm	12826.00	0.01854
mada-120-LR-Asm	Maus3	14125.00	0.03726
mada-120-LR-Asm	Maus4	14209.00	0.03716
mada-120-LR-Asm	Mb3601	14653.00	0.04675
mada-120-LR-Asm	MFS-173-LR-Asm	13419.00	0.02480
mada-120-LR-Asm	MFS-181-LR-Asm	12587.00	0.01229
mada-120-LR-Asm	MFS-42-LR-Asm	13461.00	0.02419
mada-120-LR-Asm	MFS-51-LR-Asm	13421.00	0.02368
mada-120-LR-Asm	MFS-54-LR-Asm	13414.00	0.02356
mada-120-LR-Asm	MFS-56-LR-Asm	13112.00	0.02034
mada-120-LR-Asm	MFS-58-LR-Asm	13402.00	0.02351
mada-120-LR-Asm	MFS-60-LR-Asm	12587.00	0.01229
mada-120-LR-Asm	MT-0080-LR-Asm	12959.00	0.01822
mada-120-LR-Asm	MTB1	12839.00	0.01564
mada-120-LR-Asm	MTB2	13440.00	0.02382
mada-120-LR-Asm	M-tuberculosis-H37Rv-2015	12941.00	0.01627
mada-120-LR-Asm	N0004-LR-Asm	13471.00	0.02062
mada-120-LR-Asm	N0054-LR-Asm	13450.00	0.02034
mada-120-LR-Asm	N0069	14365.00	0.03422
mada-120-LR-Asm	N0072	14388.00	0.03168
mada-120-LR-Asm	N0091-LR-Asm	14575.00	0.04071
mada-120-LR-Asm	N0145-LR-Asm	13415.00	0.02390
mada-120-LR-Asm	N0153-LR-Asm	14139.00	0.03415
mada-120-LR-Asm	N0155-LR-Asm	13438.00	0.02402
mada-120-LR-Asm	N0157	14344.00	0.03559
mada-120-LR-Asm	N1176-LR-Asm	14497.00	0.03350
mada-120-LR-Asm	N1177-LR-Asm	14481.00	0.03884
mada-120-LR-Asm	N1201	14486.00	0.03876
mada-120-LR-Asm	N1202-LR-Asm	14542.00	0.03937
mada-120-LR-Asm	N1268	14530.00	0.03335
mada-120-LR-Asm	N1272-LR-Asm	14299.00	0.02933
mada-120-LR-Asm	N1274-LR-Asm	13627.00	0.02305
mada-120-LR-Asm	N1283	13107.00	0.02141
mada-120-LR-Asm	N3913	14301.00	0.03439
mada-120-LR-Asm	NCGM946K2	12680.00	0.02019
mada-120-LR-Asm	Orygis	14583.00	0.04677
mada-120-LR-Asm	OV254	14172.00	0.03924
mada-120-LR-Asm	OW052189-1	13457.00	0.02427
mada-120-LR-Asm	OW052302-1	13571.00	0.02322
mada-120-LR-Asm	OW052570-1	14386.00	0.03389
mada-120-LR-Asm	OW052571-1	12687.00	0.01670
mada-120-LR-Asm	QC-10-LR-Asm	13103.00	0.02292
mada-120-LR-Asm	QC-1-LR-Asm	12942.00	0.02228
mada-120-LR-Asm	QC-3-LR-Asm	13495.00	0.02029
mada-120-LR-Asm	QC-4-LR-Asm	13089.00	0.02242
mada-120-LR-Asm	QC-5-LR-Asm	13492.00	0.02026
mada-120-LR-Asm	QC-6-LR-Asm	12962.00	0.02237
mada-120-LR-Asm	QC-7-LR-Asm	12998.00	0.02313
mada-120-LR-Asm	QC-8-LR-Asm	13093.00	0.02247
mada-120-LR-Asm	QC-9-LR-Asm	13505.00	0.02082
mada-120-LR-Asm	R15311-LR-Asm	12822.00	0.01771
mada-120-LR-Asm	R18040-LR-Asm	13432.00	0.02472
mada-120-LR-Asm	R18043-LR-Asm	13428.00	0.02472
mada-120-LR-Asm	R20574-LR-Asm	13436.00	0.02426
mada-120-LR-Asm	R21408-LR-Asm	13444.00	0.02433
mada-120-LR-Asm	R21770-LR-Asm	13120.00	0.02115
mada-120-LR-Asm	R21839-LR-Asm	13099.00	0.02330
mada-120-LR-Asm	R21893-LR-Asm	13443.00	0.02492
mada-120-LR-Asm	R22601-LR-Asm	13437.00	0.02476
mada-120-LR-Asm	R23146-LR-Asm	13430.00	0.02499
mada-120-LR-Asm	R23887-LR-Asm	14441.00	0.03392
mada-120-LR-Asm	R24100-LR-Asm	13421.00	0.02374
mada-120-LR-Asm	R25048-LR-Asm	13433.00	0.02539
mada-120-LR-Asm	R26778-LR-Asm	13439.00	0.02467
mada-120-LR-Asm	R26791-LR-Asm	13438.00	0.02429
mada-120-LR-Asm	R27252-LR-Asm	14433.00	0.03122
mada-120-LR-Asm	R27657-LR-Asm	13462.00	0.02416
mada-120-LR-Asm	R27725-LR-Asm	13438.00	0.02434
mada-120-LR-Asm	R27937-LR-Asm	13435.00	0.02474
mada-120-LR-Asm	R28012-LR-Asm	13464.00	0.02417
mada-120-LR-Asm	R28703-LR-Asm	13467.00	0.02425
mada-120-LR-Asm	R28980-LR-Asm	13440.00	0.02497
mada-120-LR-Asm	R29816-LR-Asm	13458.00	0.02421
mada-120-LR-Asm	R30078-LR-Asm	13463.00	0.02416
mada-120-LR-Asm	R30215-LR-Asm	13440.00	0.02408
mada-120-LR-Asm	R30234-LR-Asm	13466.00	0.02415
mada-120-LR-Asm	R30396-LR-Asm	13133.00	0.02102
mada-120-LR-Asm	R30420-LR-Asm	13437.00	0.02425
mada-120-LR-Asm	R31095-LR-Asm	13472.00	0.02418
mada-120-LR-Asm	R32929-LR-Asm	13446.00	0.02422
mada-120-LR-Asm	R36431-LR-Asm	13459.00	0.02406
mada-120-LR-Asm	R37765-LR-Asm	13437.00	0.02399
mada-120-LR-Asm	RW-TB008-LR-Asm	14324.00	0.03740
mada-120-LR-Asm	SEA02010036	13442.00	0.02368
mada-120-LR-Asm	SEA06535P6C4	13087.00	0.02242
mada-120-LR-Asm	SEA07010354P6C4	13601.00	0.02180
mada-120-LR-Asm	SEA07020250P6C4	12930.00	0.01937
mada-120-LR-Asm	SEA08151P6C4	14436.00	0.03166
mada-120-LR-Asm	SEA08162P6C4	12881.00	0.01684
mada-120-LR-Asm	SEA09020048P6C4	12650.00	0.01483
mada-120-LR-Asm	SEA11020038P6C4	12735.00	0.01877
mada-120-LR-Asm	SEA11020057P6C4	12722.00	0.01519
mada-120-LR-Asm	SEA11020068P6C4	13022.00	0.02130
mada-120-LR-Asm	SEA11020092P6C4	12766.00	0.01858
mada-120-LR-Asm	SEA11278P6C4	14288.00	0.03446
mada-120-LR-Asm	SEA12126P6C4	14343.00	0.03443
mada-120-LR-Asm	SEA12202P6C4	14374.00	0.03254
mada-120-LR-Asm	SEA12334P6C4	14345.00	0.03321
mada-120-LR-Asm	SEA13020298	13424.00	0.02560
mada-120-LR-Asm	SEA13111P6C4	14306.00	0.03255
mada-120-LR-Asm	SEA14117P6C4	13390.00	0.02469
mada-120-LR-Asm	SEA14318P6C4	14416.00	0.03169
mada-120-LR-Asm	SEA14333P6C4	14335.00	0.03528
mada-120-LR-Asm	SEA15228P6C4	14350.00	0.03403
mada-120-LR-Asm	SEA15229P6C4	14400.00	0.03137
mada-120-LR-Asm	SEA15230P6C4	14381.00	0.03240
mada-120-LR-Asm	SEA17020023P6C4	14318.00	0.03335
mada-120-LR-Asm	SEA17020024P6C4	14315.00	0.03331
mada-120-LR-Asm	SEA17020028	13445.00	0.02402
mada-120-LR-Asm	SEA17020030P6C4	13114.00	0.02204
mada-120-LR-Asm	SGF0232017	13475.00	0.02480
mada-120-LR-Asm	SGF0422017	13425.00	0.02754
mada-120-LR-Asm	SGF0472017	13448.00	0.02465
mada-120-LR-Asm	SGF0702019	13410.00	0.02419
mada-120-LR-Asm	strain-01-R1134	12730.00	0.01447
mada-120-LR-Asm	strain-01-R1430	12776.00	0.01481
mada-120-LR-Asm	strain-02-R0894	13096.00	0.02140
mada-120-LR-Asm	strain-02-R1179	12912.00	0.01968
mada-120-LR-Asm	strain-02-R1708	13100.00	0.02056
mada-120-LR-Asm	strain-02-R1896	12745.00	0.01511
mada-120-LR-Asm	strain-1-0150P6C4	13429.00	0.02464
mada-120-LR-Asm	strain-1-0165P6C4	13076.00	0.02088
mada-120-LR-Asm	strain-1-0170P6C4	13397.00	0.02507
mada-120-LR-Asm	strain-15	13053.00	0.01724
mada-120-LR-Asm	strain-17221	12826.00	0.01755
mada-120-LR-Asm	strain-1	13651.00	0.02853
mada-120-LR-Asm	strain-2-0011P6C4	13435.00	0.02390
mada-120-LR-Asm	strain-2-0026P6C4	13164.00	0.01896
mada-120-LR-Asm	strain-2-0111P6C4	13171.00	0.01956
mada-120-LR-Asm	strain-25421	13527.00	0.02349
mada-120-LR-Asm	strain-3320	13537.00	0.02347
mada-120-LR-Asm	strain-3	13431.00	0.02463
mada-120-LR-Asm	strain-4-0083P6C4	13110.00	0.02131
mada-120-LR-Asm	strain-5521	13599.00	0.02459
mada-120-LR-Asm	strain-6721	13452.00	0.02475
mada-120-LR-Asm	strain-6	13034.00	0.01707
mada-120-LR-Asm	strain-8	13455.00	0.02470
mada-120-LR-Asm	strain-9	13435.00	0.02407
mada-120-LR-Asm	strain-A16	14584.00	0.04868
mada-120-LR-Asm	strain-AST-T2	12994.00	0.01995
mada-120-LR-Asm	strain-AST-T3	12843.00	0.01820
mada-120-LR-Asm	strain-AST-T4	12941.00	0.01822
mada-120-LR-Asm	strain-AST-T5	13427.00	0.02564
mada-120-LR-Asm	strain-AST-T6	12952.00	0.01742
mada-120-LR-Asm	strain-AST-T7	12970.00	0.02275
mada-120-LR-Asm	strain-BLR-4299-2019	12757.00	0.01742
mada-120-LR-Asm	strain-CA01	13318.00	0.02499
mada-120-LR-Asm	strain-CA02	13329.00	0.02516
mada-120-LR-Asm	strain-CA03	13334.00	0.02473
mada-120-LR-Asm	strain-CB01	13335.00	0.02496
mada-120-LR-Asm	strain-CB02	13324.00	0.02477
mada-120-LR-Asm	strain-CB03	13343.00	0.02467
mada-120-LR-Asm	strain-CDC1551	13145.00	0.02124
mada-120-LR-Asm	strain-H-19-0007	14387.00	0.03050
mada-120-LR-Asm	strain-H-19-0008	14387.00	0.03109
mada-120-LR-Asm	strain-H-19-0027	14390.00	0.03062
mada-120-LR-Asm	strain-H-20-0022	14386.00	0.03283
mada-120-LR-Asm	strain-H-20-0024	14389.00	0.03195
mada-120-LR-Asm	strain-H-21-0019	14369.00	0.03219
mada-120-LR-Asm	strain-I0003165-3	12784.00	0.01845
mada-120-LR-Asm	strain-I0003270-1	12984.00	0.01662
mada-120-LR-Asm	strain-I0003758-5	13123.00	0.01964
mada-120-LR-Asm	strain-I0004240-3	13067.00	0.02345
mada-120-LR-Asm	strain-I0004290-8	12930.00	0.01843
mada-120-LR-Asm	strain-L	12753.00	0.01821
mada-120-LR-Asm	strain-LP-0106963-RM1	12917.00	0.01603
mada-120-LR-Asm	strain-LP-0106963-RM2	12919.00	0.01603
mada-120-LR-Asm	strain-LP-0106963-RM3	12920.00	0.01604
mada-120-LR-Asm	strain-LP-0106967-RM5	12918.00	0.01603
mada-120-LR-Asm	strain-LP-0107828-RM1	12923.00	0.01605
mada-120-LR-Asm	strain-LP-0107828-RM5	12912.00	0.01601
mada-120-LR-Asm	strain-LP-0107828-RM6	12920.00	0.01603
mada-120-LR-Asm	strain-LP-0257184-RM3	12918.00	0.01603
mada-120-LR-Asm	strain-LP-0257184-RM4	12919.00	0.01603
mada-120-LR-Asm	strain-LP-0257184-RM5	12926.00	0.01606
mada-120-LR-Asm	strain-LP-0257184-RM6	12923.00	0.01606
mada-120-LR-Asm	strain-LP-0261867-RM1	12917.00	0.01604
mada-120-LR-Asm	strain-LP-0261867-RM5	12916.00	0.01603
mada-120-LR-Asm	strain-LP-0261867-RM7	12919.00	0.01603
mada-120-LR-Asm	strain-LP-0333226-RM2	12910.00	0.01599
mada-120-LR-Asm	strain-LP-0333226-RM3	12915.00	0.01599
mada-120-LR-Asm	strain-LP-0474076-RM1	12905.00	0.01595
mada-120-LR-Asm	strain-LP-0474076-RM2	12907.00	0.01597
mada-120-LR-Asm	strain-LP-0474076-RM3	12903.00	0.01595
mada-120-LR-Asm	strain-LP-0497747-RM1	12898.00	0.01594
mada-120-LR-Asm	strain-LP-0504061-RM2	12898.00	0.01593
mada-120-LR-Asm	strain-LP-0504069-RM2	12896.00	0.01593
mada-120-LR-Asm	strain-M0003941-3	13470.00	0.02403
mada-120-LR-Asm	strain-M64	13289.00	0.02898
mada-120-LR-Asm	strain-MasanXDR-01	13689.00	0.03103
mada-120-LR-Asm	strain-MasanXDR-02	14058.00	0.03958
mada-120-LR-Asm	strain-MasanXDR-03	13873.00	0.03902
mada-120-LR-Asm	strain-MasanXDR-04	14095.00	0.04329
mada-120-LR-Asm	strain-MasanXDR-05	13778.00	0.03411
mada-120-LR-Asm	strain-mc26030	12868.00	0.01800
mada-120-LR-Asm	strain-MTBCR170001	14402.00	0.03245
mada-120-LR-Asm	strain-MTBCR170020	14344.00	0.02984
mada-120-LR-Asm	strain-MTBCR170027	14386.00	0.03071
mada-120-LR-Asm	strain-MTBCR170031	14360.00	0.03418
mada-120-LR-Asm	strain-MTBCR170913	14406.00	0.03572
mada-120-LR-Asm	strain-MTBCR170941	13514.00	0.02623
mada-120-LR-Asm	strain-MTb-Oman-3211198	14475.00	0.04298
mada-120-LR-Asm	strain-MTb-Oman-3211379	13114.00	0.05065
mada-120-LR-Asm	strain-MTb-Oman-3211380	13147.00	0.04890
mada-120-LR-Asm	strain-MTb-Oman-3211392	14198.00	0.06448
mada-120-LR-Asm	strain-MTb-Oman-3211453	14534.00	0.04006
mada-120-LR-Asm	strain-MTb-Oman-3211517	14463.00	0.04972
mada-120-LR-Asm	strain-MTb-Oman-3211622	14477.00	0.04446
mada-120-LR-Asm	strain-MTb-Oman-3211956	14421.00	0.04571
mada-120-LR-Asm	strain-MTb-Oman-3212387	13657.00	0.04698
mada-120-LR-Asm	strain-MTb-Oman-3212401	13783.00	0.02957
mada-120-LR-Asm	strain-MTb-Oman-3212598	14393.00	0.04682
mada-120-LR-Asm	strain-MTb-Oman-321262	13220.00	0.05033
mada-120-LR-Asm	strain-MTb-Oman-3212705	13602.00	0.05411
mada-120-LR-Asm	strain-MTb-Oman-3212927	12162.00	0.03970
mada-120-LR-Asm	strain-MTb-Oman-3213034	11377.00	0.07524
mada-120-LR-Asm	strain-Mtb-Oman-3213118	14320.00	0.04516
mada-120-LR-Asm	strain-MTb-Oman-3213123	12199.00	0.08432
